business_names,town_name_normalized,"lat, lng",lat,lng
"['NORTHERN EXPOSURE COUNTRY STORE, INC.']","ORLEANS, VT","(44.8905506, -72.2603468)",44.8905506,-72.2603468
['NORTH BENNINGTON VARIETY STORE'],"BENNINGTON, VT","(42.8783486, -73.19712299999999)",42.8783486,-73.19712299999999
['NORTH CLARENDON GENERAL STORE'],"CLARENDON, VT","(43.5648623, -72.9660655)",43.5648623,-72.9660655
"['NORTH CONCORD COUNTRY STORE', 'NORTH CONCORD COUNTRY STORE']","CONCORD, VT","(44.42881029999999, -71.8887045)",44.42881029999999,-71.8887045
['NORTH HARTLAND COUNTRY STORE'],"HARTLAND, VT","(43.540636, -72.3989314)",43.540636,-72.3989314
"['NORTH POMFRET STORE, INC., THE', 'NORTH POMFRET STORE']","NO POMFRET, VT","(43.7047183, -72.5156054)",43.7047183,-72.5156054
"['NORTH POMFRET STORE, THE']","POMFRET, VT","(43.7047183, -72.5156054)",43.7047183,-72.5156054
"['THE NORTH WOLCOTT COUNTRY STORE, INC.', 'NORTH WOLCOTT COUNTRY STORE', 'NORTH WOLCOTT COUNTRY STORE']","WOLCOTT, VT","(44.5464417, -72.4584429)",44.5464417,-72.4584429
"['NORTON COUNTRY STORE', 'NORTON COUNTRY STORE', 'NORTON COUNTRY STORE']","NORTON, VT","(45.010046, -71.794817)",45.010046,-71.794817
"['ORLEANS GENERAL STORE, INC.', 'ORLEANS GENERAL STORE', 'ORLEANS GENERAL STORE']","ORLEANS, VT","(44.8905506, -72.2603468)",44.8905506,-72.2603468
['PASSUMPSIC GENERAL STORE'],"PASSUPSIC, VT","(44.3763892, -72.0261696)",44.3763892,-72.0261696
"['PEACHAM STORE, INC.', 'PEACHAM GENERAL STORE']","PEACHAM, VT","(44.3286166, -72.1704048)",44.3286166,-72.1704048
"['PERKINSVILLE COUNTRY STORE, LLC', 'PERKINSVILLE GENERAL STORE, THE', 'PERKINSVILLE GENERAL STORE', 'PERKINSVILLE GENERAL STORE', 'PERKINSVILLE GENERAL STORE']","PERKINSVILLE, VT","(43.3736842, -72.5137019)",43.3736842,-72.5137019
"[""PETERS' GENERAL STORE, INC."", ""PETERS' GENERAL STORE""]","BENSON, VT","(43.7066513, -73.3105386)",43.7066513,-73.3105386
"['PETTYCO JUNCTION COUNTRY STORE', 'PETTYCO JUNCTION COUNTRY STORE']","Saint JOHNSBURY, VT","(44.4192627, -72.0151183)",44.4192627,-72.0151183
['PITTFIELD COUNTRY BUTCHER & COUNTRY STORE'],"PITTSFIELD, VT","(43.7722884, -72.8128828)",43.7722884,-72.8128828
"['PITTSFIELD COUNTRY STORE', 'PITTSFIELD GENERAL STORE', 'PITTSFIELD GENERAL STORE', 'PITTSFIELD GENERAL STORE']","PITTSFIELD, VT","(43.7722884, -72.8128828)",43.7722884,-72.8128828
"[""P.J.'S GENERAL STORE, INC.""]","WALLINGFORD, VT","(43.4717467, -72.9773692)",43.4717467,-72.9773692
"['PLAINFIELD RED STORE', 'PLAINFIELD RED STORE', 'PLAINFIELD RED STORE']","PLAINFIELD, VT","(44.2781151, -72.4264926)",44.2781151,-72.4264926
['PLAINFIELD GENERAL STORE'],"PLAINFIELD, VT","(44.2781151, -72.4264926)",44.2781151,-72.4264926
"['PLYMOUTH COUNTRY STORE, LLC']","LUDLOW, VT","(43.3960723, -72.7010471)",43.3960723,-72.7010471
"['PLYMOUTH GENERAL STORE, INC.', 'PLYMOUTH COUNTRY STORE', 'PLYMOUTH GENERAL STORE']","PLYMOUTH, VT","(43.5354332, -72.7219581)",43.5354332,-72.7219581
"['POND COUNTRY STORE, THE']","BERKSHIRE, VT","(44.9732107, -72.7661214)",44.9732107,-72.7661214
['PUMPKIN PATCH COUNTRY STORE'],"HUBBARDTON, VT","(43.71707019999999, -73.158693)",43.71707019999999,-73.158693
"['PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE', 'PUTNEY GENERAL STORE']","PUTNEY, VT","(42.975268, -72.5217237)",42.975268,-72.5217237
"['QUECHEE GORGE COUNTRY STORE', 'QUECHEE GORGE COUNTRY STORE']","QUECHEE, VT","(43.646227, -72.4186105)",43.646227,-72.4186105
['READING COUNTRY STORE'],"READING, VT","(43.4893362, -72.5914616)",43.4893362,-72.5914616
"['READSBORO COUNTRY STORE LLC', 'READSBORO GENERAL STORE']","READSBORO, VT","(42.7718758, -72.9470426)",42.7718758,-72.9470426
['RED BARN BOMOSEEN HARBOR GENERAL STORE'],"CASTLETON, VT","(43.608439, -73.2084496)",43.608439,-73.2084496
"[""RICHARDSON'S COUNTRY STORE, INC."", 'RICHARDSON COUNTRY STORE']","BETHEL, VT","(43.8332779, -72.633995)",43.8332779,-72.633995
['RICHFORD CONVENIENT STORE'],"RICHFORD, VT","(44.9969955, -72.6713018)",44.9969955,-72.6713018
"[""RICK & TINA'S COUNTRY STORE AND SNACKBAR""]","HARTFORD, VT","(43.6637411, -72.3696992)",43.6637411,-72.3696992
"['RIPTON STORE, LLC', 'RIPTON COUNTRY STORE', 'RIPTON COUNTRY STORE ']","RIPTON, VT","(43.973673, -73.0340033)",43.973673,-73.0340033
['RIVERBEND COUNTRY STORE'],"NO MONTPELIER, VT","(44.2708023, -72.5657701)",44.2708023,-72.5657701
"['ROXBURY COUNTRY STORE, INC.', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE', 'ROXBURY COUNTRY STORE']","ROXBURY, VT","(44.0939388, -72.7329823)",44.0939388,-72.7329823
"['SAWMILL COUNTRY STORE, THE', 'SAWMILL COUNTRY STORE, THE']","PUTNEY, VT","(42.975268, -72.5217237)",42.975268,-72.5217237
"['SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE', 'SHAFTSBURY COUNTRY STORE']","SHAFTSBURY, VT","(43.0036753, -73.19550939999999)",43.0036753,-73.19550939999999
"['SHELBURNE MILL STORE, INC. THE']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
"['SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE', 'SHELBURNE COUNTRY STORE']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
['SHIPPING STORE OF MIDDLEBURY'],"MIDDLEBURY, VT","(44.0151433, -73.16695539999999)",44.0151433,-73.16695539999999
"['SHOREHAM INN & COUNTRY STORE', 'SHOREHAM INN & COUNTRY STORE']","SHOREHAM, VT","(43.8936708, -73.3159515)",43.8936708,-73.3159515
"[""SIMON'S BERLIN STORE""]","BERLIN, VT","(44.2152614, -72.5861615)",44.2152614,-72.5861615
"[""SIMON'S ESSEX CENTER STORE & DELI"", ""SIMON'S ESSEX CENTER STORE & DELI""]","ESSEX, VT","(44.5101525, -73.0834648)",44.5101525,-73.0834648
"[""SIMON'S MONTPELIER STORE & DELI""]","MONTPELIER, VT","(44.26005929999999, -72.5753869)",44.26005929999999,-72.5753869
"[""SIMON'S WINOOSKI STORE & DELI""]","BURLINGTON, VT","(44.4758825, -73.21207199999999)",44.4758825,-73.21207199999999
"['SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE', 'SNOWSVILLE GENERAL STORE']","BRAINTREE, VT","(43.9621778, -72.70464869999999)",43.9621778,-72.70464869999999
"['SOUTH DORSET GENERAL STORE', 'SOUTH DORSET GENERAL STORE', 'SOUTH DORSET GENERAL STORE']","DORSET, VT","(43.2548074, -73.0987801)",43.2548074,-73.0987801
"['SOUTH LONDONDERRY VILLAGE STORE, INC.']","LONDONDERRY, VT","(43.2264643, -72.8064866)",43.2264643,-72.8064866
"['SOUTH NEWFANE GENERAL STORE', 'SOUTH NEWFANE GENERAL STORE', 'SOUTH NEWFANE GENERAL STORE', 'SOUTH NEWFANE GENERAL STORE']","NEWFANE, VT","(42.9856736, -72.65593129999999)",42.9856736,-72.65593129999999
['SOUTH NEWFANE GENERAL STORE'],"SO NEWFANE, VT","(42.9856736, -72.65593129999999)",42.9856736,-72.65593129999999
['SOUTH RYEGATE VILLAGE STORE'],"RYEGATE, VT","(44.2387639, -72.1160864)",44.2387639,-72.1160864
"['SOUTH WOODSTOCK COUNTRY STORE, INC.']","SO WOODSTOCK, VT","(43.6193274, -72.517517)",43.6193274,-72.517517
"['STARKSBORO COUNTRY STORE', 'STARKSBORO COUNTRY STORE', 'STARKSBORO COUNTRY STORE']","STARKSBORO, VT","(44.2273518, -73.0570333)",44.2273518,-73.0570333
"[""STODDARD'S GENERAL STORE""]","LUDLOW, VT","(43.3960723, -72.7010471)",43.3960723,-72.7010471
"['COUNTRY STORE AT MT. HOLLY, THE']","MOUNT HOLLY, VT","(43.4474694, -72.8256382)",43.4474694,-72.8256382
"['COUNTRY STORE FUDGE', 'COUNTRY STORE FUDGE']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
"['COUNTRY STORE ICE CREAM', 'COUNTRY STORE ICE CREAM']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
"['GENERAL STORE OF BARTON', 'GENERAL STORE OF BARTON, THE']","BARTON, VT","(44.7480805, -72.17625799999999)",44.7480805,-72.17625799999999
"['GENERAL STORE OF EAST CALAIS, THE', 'GENERAL STORE OF EAST CALAIS, THE']","CALAIS, VT","(44.3693287, -72.4676128)",44.3693287,-72.4676128
"['THE STORE OF ROCHESTER', 'STORE OF ROCHESTER, THE', 'STORE OF ROCHESTER, THE', 'STORE OF ROCHESTER THE']","ROCHESTER, VT","(43.8745646, -72.80801799999999)",43.8745646,-72.80801799999999
['THE COUNTRY STORE OF WESTON'],"WESTON, VT","(43.29130079999999, -72.7929085)",43.29130079999999,-72.7929085
"['SUMMIT GENERAL STORE, INC.']","MT HOLLY, VT","(43.4474694, -72.8256382)",43.4474694,-72.8256382
['SWANTON GENERAL STORE'],"SWANTON, VT","(44.9182342, -73.1244792)",44.9182342,-73.1244792
"['SWEET BRIAR COUNTRY STORE, INC.']","MARLBORO, VT","(42.859526, -72.72592709999999)",42.859526,-72.72592709999999
"[""TC'S GENERAL STORE""]","BRIDGEWATER, VT","(43.58812500000001, -72.6250967)",43.58812500000001,-72.6250967
"['TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE', 'TEAGO GENERAL STORE']","POMFRET, VT","(43.7047183, -72.5156054)",43.7047183,-72.5156054
"[""TEWKSBURY'S COUNTRY STORE, INC."", ""TEWKSBURY'S COUNTRY STORE""]","RANDOLPH, VT","(43.9247446, -72.6656948)",43.9247446,-72.6656948
"['THETFORD CENTER VILLAGE STORE', 'THETFORD CENTER VILLAGE STORE']","THETFORD, VT","(43.8250578, -72.2434689)",43.8250578,-72.2434689
['TINMOUTH GENERAL STORE AND SNACK BAR'],"WALLINFORD, VT","(43.4717467, -72.9773692)",43.4717467,-72.9773692
"[""T.J.'S GENERAL STORE, INC.""]","WATERBURY, VT","(44.3416596, -72.75931369999999)",44.3416596,-72.75931369999999
['TOWNSHEND CORNER STORE'],"RUTLAND, VT","(43.6106237, -72.9726065)",43.6106237,-72.9726065
"['TROY GENERAL STORE LLC', 'TROY GENERAL STORE, LLC', 'TROY GENERAL STORE', 'TROY COUNTRY STORE', 'TROY GENERAL STORE', 'TROY COUNTRY STORE', 'TROY COUNTRY STORE']","TROY, VT","(44.9042338, -72.4058438)",44.9042338,-72.4058438
"[""TRUE'S GENERAL STORE"", ""TRUE'S GENERAL STORE""]","WOODFORD, VT","(42.878625, -73.0804029)",42.878625,-73.0804029
['TWIN BROOK MOTEL & GENERAL STORE'],"WOODFORD, VT","(42.878625, -73.0804029)",42.878625,-73.0804029
"['TYSON COUNTRY STORE', 'TYSON GENERAL STORE', 'TYSON GENERAL STORE, THE']","LUDLOW, VT","(43.3960723, -72.7010471)",43.3960723,-72.7010471
"['UNDERHILL COUNTRY STORE', 'UNDERHILL GENERAL STORE', 'UNDERHILL COUNTRY STORE', 'UNDERHILL COUNTRY STORE', 'UNDERHILL COUNTRY STORE']","UNDERHILL, VT","(44.5258842, -72.9451267)",44.5258842,-72.9451267
['UPPER VALLEY GRILL AND GENERAL STORE'],"GROTON, VT","(44.2104705, -72.1952697)",44.2104705,-72.1952697
"[""UTTON'S GENERAL STORE""]","WORCESTER, VT","(44.37331, -72.5496503)",44.37331,-72.5496503
"[""VAL'S COUNTRY STORE""]","STOWE, VT","(44.4654332, -72.6874023)",44.4654332,-72.6874023
"['VERMONT HORSE COUNTRY STORE', 'VERMONT HORSE COUNTRY STORE']","WOODSTOCK, VT","(43.6242442, -72.51851119999999)",43.6242442,-72.51851119999999
"['VERMONT COUNTRY STORE', 'VERMONT COUNTRY STORE']","MANCHESTER, VT","(43.1635393, -73.0720817)",43.1635393,-73.0720817
"['THE VERMONT COUNTRY STORE, INC. ']","MANCHESTER CENTER, VT","(43.17702060000001, -73.05704879999999)",43.17702060000001,-73.05704879999999
['VERMONT GENERAL STORE'],"WOODSTOCK, VT","(43.6242442, -72.51851119999999)",43.6242442,-72.51851119999999
['VERMONT COUNTRY STORE RESTAURANT'],"WESTON, VT","(43.29130079999999, -72.7929085)",43.29130079999999,-72.7929085
['VERSHIRE GENERAL STORE'],"VERSHIRE, VT","(43.9729649, -72.3395077)",43.9729649,-72.3395077
"['VILLAGE STORE OF SHELBURNE, THE']","SHELBURNE, VT","(44.3806787, -73.2275593)",44.3806787,-73.2275593
['WAITS RIVER GENERAL STORE'],"TOPSHAM, VT","(44.12811929999999, -72.25509559999999)",44.12811929999999,-72.25509559999999
['WAITSFIELD VILLAGE STORE'],"WAITSFIELD, VT","(44.1926386, -72.7798479)",44.1926386,-72.7798479
['WALDEN GENERAL STORE'],"DANVILLE, VT","(44.4114862, -72.1400902)",44.4114862,-72.1400902
"['WALDEN GENERAL STORE', 'WALDEN GENERAL STORE', 'WALDEN COUNTRY STORE', 'WALDEN GENERAL STORE']","WALDEN, VT","(44.4497781, -72.2231563)",44.4497781,-72.2231563
"['WALLINGFORD COUNTRY STORE & DELI', 'WALLINGFORD COUNTRY STORE & DELI']","WALLINGFORD, VT","(43.4717467, -72.9773692)",43.4717467,-72.9773692
"['WARDSBORO COUNTRY STORE, INC.', 'WARDSBORO COUNTRY STORE', 'WARDSBORO COUNTRY STORE']","WARDSBORO, VT","(43.04095119999999, -72.78979749999999)",43.04095119999999,-72.78979749999999
"['WAYSIDE COUNTRY STORE', 'WAYSIDE COUNTRY STORE', 'WAYSIDE COUNTRY STORE']","ARLINGTON, VT","(43.0747858, -73.1539734)",43.0747858,-73.1539734
"['WEST ADDISON GENERAL STORE', 'WEST ADDISON GENERAL STORE']","ADDISON, VT","(44.0890229, -73.3023235)",44.0890229,-73.3023235
"['WEST BARNET GENERAL STORE', 'WEST BARNET GENERAL STORE', 'WEST BARNET GENERAL STORE']","BARNET, VT","(44.2968323, -72.0493779)",44.2968323,-72.0493779
['WEST CHARLESTON COUNTRY STORE'],"CHARLESTN, VT","(44.8443616, -72.0330896)",44.8443616,-72.0330896
"['WEST HARTFORD VILLAGE STORE, INC.', 'WEST HARTFORD VILLAGE STORE, LLC', 'WEST HARTFORD VILLAGE STORE', 'WEST HARTFORD VILLAGE STORE']","HARTFORD, VT","(43.6637411, -72.3696992)",43.6637411,-72.3696992
"['WEST TOPSHAM GENERAL STORE, INC.', 'WEST TOPSHAM COUNTRY STORE', 'WEST TOPSHAM COUNTRY STORE', 'WEST TOPSHAM COUNTRY STORE']","TOPSHAM, VT","(44.12811929999999, -72.25509559999999)",44.12811929999999,-72.25509559999999
"['WEST TOWNSHEND COUNTRY STORE', 'WEST TOWNSHEND COUNTRY STORE', 'WEST TOWNSHEND COUNTRY STORE', 'WEST TOWNSHEND COUNTRY STORE', 'WEST TOWNSHEND COUNTRY STORE']","TOWNSHEND, VT","(43.0472267, -72.6678428)",43.0472267,-72.6678428
"['WEST WARDSBORO STORE, THE', 'WEST WARDSBORO STORE', 'WEST WARDSBORO STORE', 'WEST WARDSBORO STORE']","WARDSBORO, VT","(43.04095119999999, -72.78979749999999)",43.04095119999999,-72.78979749999999
"['WESTFIELD GENERAL STORE, INC.', 'WESTFIELD GENERAL STORE', 'WESTFIELD GENERAL STORE']","WESTFIELD, VT","(44.8894911, -72.4284431)",44.8894911,-72.4284431
"['WESTMINSTER COUNTRY STORE INC.', 'WESTMINSTER COUNTRY STORE']","WESTMINSTER, VT","(43.06783069999999, -72.4587404)",43.06783069999999,-72.4587404
['THE WESTON COUNTRY STORE'],"WESTON, VT","(43.29130079999999, -72.7929085)",43.29130079999999,-72.7929085
"['WESTON VILLAGE STORE, INC.']","WESTON, VT","(43.29130079999999, -72.7929085)",43.29130079999999,-72.7929085
"['WHEELOCK VILLAGE STORE LLC', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE', 'WHEELOCK VILLAGE STORE']","WHEELOCK, VT","(44.58820559999999, -72.08850699999999)",44.58820559999999,-72.08850699999999
"[""WINCHESTER'S STORE, INC."", ""WINCHESTER'S STORE""]","POWNAL, VT","(42.792313, -73.22694609999999)",42.792313,-73.22694609999999
['WHITING COUNTRY STORE'],"WHITING, VT","(43.8639503, -73.2003929)",43.8639503,-73.2003929
['WHITINGHAM COUNTRY STORE'],"WHITINGHAM, VT","(42.7893317, -72.8846045)",42.7893317,-72.8846045
['WILLIAMSTOWN GENERAL STORE'],"WILLIAMSTOWN, VT","(44.1217292, -72.5414937)",44.1217292,-72.5414937
"[""WILSON'S COUNTRY STORE""]","MILTON, VT","(44.630323, -73.1158342)",44.630323,-73.1158342
"['WOLCOTT STORE, INC.', 'WOLCOTT COUNTRY STORE LLC']","WOLCOTT, VT","(44.5464417, -72.4584429)",44.5464417,-72.4584429
"[""WOLFFE'S PITTSFORD VILLAGE STORE""]","PITTSFORD, VT","(43.7067329, -73.02816469999999)",43.7067329,-73.02816469999999
"['WOODBURY COUNTRY STORE', 'WOODBURY COUNTRY STORE', 'WOODBURY COUNTRY STORE', 'WOODBURY COUNTRY STORE']","WOODBURY, VT","(44.4408888, -72.4164957)",44.4408888,-72.4164957
"['WOODEN BARREL COUNTRY STORE LTD.', 'WOODEN BARREL COUNTRY STORE, THE', 'WOODEN BARREL COUNTRY STORE', 'WOODEN BARREL COUNTRY STORE']","CHITTENDEN, VT","(43.7271064, -72.9428417)",43.7271064,-72.9428417
